Author,URL,Points
muhammadsuheri,https://steemit.com/blocktradesworldcup/@muhammadsuheri/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
mucar38,https://steemit.com/blocktradesworldcup/@mucar38/theblocktradesworldcupmyselectionsforthequarterfinals-idc4o9pg7k,4
moncia90,https://steemit.com/blocktradesworldcup/@moncia90/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-moncia90,4
lorreta,https://steemit.com/blocktradesworldcup/@lorreta/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
kissi,https://steemit.com/blocktradesworldcup/@kissi/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
kinakomochi,https://steemit.com/blocktradesworldcup/@kinakomochi/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-w,4
kagura21,https://steemit.com/blocktradesworldcup/@kagura21/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
jubagarang,https://steemit.com/blocktradesworldcup/@jubagarang/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
jmehta,https://steemit.com/blocktradesworldcup/@jmehta/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
iqbalsweden,https://steemit.com/blocktradesworldcup/@iqbalsweden/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
heriadi,https://steemit.com/blocktradesworldcup/@heriadi/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
hasbydiaz,https://steemit.com/blocktradesworldcup/@hasbydiaz/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
g10a,https://steemit.com/blocktradesworldcup/@g10a/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-56c271fd6b6fcest,4
futurethinker,https://steemit.com/blocktradesworldcup/@futurethinker/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
eternalight,https://steemit.com/blocktradesworldcup/@eternalight/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
elion,https://steemit.com/blocktradesworldcup/@elion/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
edxserverus,https://steemit.com/blocktradesworldcup/@edxserverus/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
edgarf1979,https://steemit.com/blocktradesworldcup/@edgarf1979/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
deadzy,https://steemit.com/busy/@deadzy/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
deadman1,https://steemit.com/blocktradesworldcup/@deadman1/my-blocktrades-world-cup-or-my-selections-for-the-quarter-final,4
danielcarrerag,https://steemit.com/blocktradesworldcup/@danielcarrerag/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
cmoljoe,https://steemit.com/blocktradesworldcup/@cmoljoe/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
ced000,https://steemit.com/blocktradesworldcup/@ced000/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
catwomanteresa,https://steemit.com/blocktradesworldcup/@catwomanteresa/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bookrak,https://steemit.com/blocktradesworldcup/@bookrak/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bitland,https://steemit.com/blocktradesworldcup/@bitland/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bengy,https://steemit.com/blocktradesworldcup/@bengy/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-12296a124688b,4
bangteh,https://steemit.com/blocktradesworldcup/@bangteh/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bangone,https://steemit.com/blocktradesworldcup/@bangone/the-blocktrades-world-cup-or-my-selections-for-the-qu-2826d7839a436,4
arlheena,https://steemit.com/blocktradesworldcup/@arlheena/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
anna89,https://steemit.com/blocktradesworldcup/@anna89/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
anikearn,https://steemit.com/blocktradesworldcup/@anikearn/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
alexanderlara,https://steemit.com/blocktradesworldcup/@alexanderlara/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
agememnon,https://steemit.com/blocktradesworldcup/@agememnon/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
adnanrabbani,https://steemit.com/blocktradesworldcup/@adnanrabbani/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
adetola,https://steemit.com/blocktradesworldcup/@adetola/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
abuarkan,https://steemit.com/blocktradesworldcup/@abuarkan/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-5389692c30bc4est,4
yaribel,https://steemit.com/blocktradesworldcup/@yaribel/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
weitblicker,https://steemit.com/blocktradesworldcup/@weitblicker/the-blocktrades-world-cup-or-my-selections-for-the-last-8,4
tripleem,https://steemit.com/blocktradesworldcup/@tripleem/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
themightyvolcano,https://steemit.com/blocktradesworldcup/@themightyvolcano/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
syberiacoin,https://steemit.com/blocktradesworldcup/@syberiacoin/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
steemnepal,https://steemit.com/blocktradesworldcup/@steemnepal/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
soyrosa,https://steemit.com/blocktradesworldcup/@soyrosa/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sony-albornoz,https://steemit.com/blocktradesworldcup/@sony-albornoz/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sisygoboom,https://steemit.com/blocktradesworldcup/@sisygoboom/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sirdeza,https://steemit.com/blocktradesworldcup/@sirdeza/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
scarletmedia,https://steemit.com/blocktradesworldcup/@scarletmedia/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
samiun,https://steemit.com/blocktradesworldcup/@samiun/world-cup-or-my-selections-for-the-quarter-finals-62c0f4eb86792,4
riskipaloh,https://steemit.com/blocktradesworldcup/@riskipaloh/the-blocktrades-world-cup-or-my-selections-for-the-quarter-final-e01f65c7ffd78,4
riovanes,https://steemit.com/blocktradesworldcup/@riovanes/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
rinaisland,https://steemit.com/blocktradesworldcup/@rinaisland/world-cup-or-my-selections-for-the-quarter-finals-8e84e3480e96dest,4
rijalfrak,https://steemit.com/bloktradesworldcup/@rijalfrak/thebloktrades-worldcup-my-selections-for-the-quater-finals-137337bdd6308,4
passat,https://steemit.com/blocktradesworldcup/@passat/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
pangoli,https://steemit.com/blocktradesworldcup/@pangoli/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
omstavan,https://steemit.com/blocktradesworldcup/@omstavan/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
ofir87,https://steemit.com/blocktradesworldcup/@ofir87/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
navaneeth,https://steemit.com/blocktradesworldcup/@navaneeth/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
mydivathings,https://steemit.com/blocktradesworldcup/@mydivathings/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
lydon.sipe,https://steemit.com/blocktradesworldcup/@lydon.sipe/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
livinguktaiwan,https://steemit.com/football/@livinguktaiwan/theblocktradesworldcupmyselectionsforthequarterfinalstheworldcupiskillingme-rut6f7efly,4
julioccorderoc,https://steemit.com/blocktradesworldcup/@julioccorderoc/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
josoft,https://steemit.com/blocktradesworldcup/@josoft/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
jingis07,https://steemit.com/blocktradesworldcup/@jingis07/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
irwan90,https://steemit.com/blocktradesworldcup/@irwan90/world-cup--my-selections-for-the-quarter-finals,4
grizzabella,https://steemit.com/blocktradesworldcup/@grizzabella/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
georgemales,https://steemit.com/blocktradesworldcup/@georgemales/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
fidelricardo132,https://steemit.com/blocktradesworldcup/@fidelricardo132/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
ferod23,https://steemit.com/blocktradesworldcup/@ferod23/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
feebie,https://steemit.com/blocktradesworldcup/@feebie/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
fatherfaith,https://steemit.com/blocktradesworldcup/@fatherfaith/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
fajri.jauhari93,https://steemit.com/blocktradesworldcup/@fajri.jauhari93/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
drqamranbashir,https://steemit.com/blocktradesworldcup/@drqamranbashir/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
dojeda,https://steemit.com/blocktradesworldcup/@dojeda/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
dewaled507,https://steemit.com/blocktradesworldcup/@dewaled507/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
cknr7,https://steemit.com/blocktradesworldcup/@cknr7/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
chalidteuku,https://steemit.com/blocktradesworldcup/@chalidteuku/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-a1541710c7923,4
ata27,https://steemit.com/blocktradesworldcup/@ata27/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-2460b3c0bd381,4
apsistrading,https://steemit.com/blocktradesworldcup/@apsistrading/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
andyblack,https://steemit.com/blocktradesworldcup/@andyblack/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
addempsea,https://steemit.com/blocktradesworldcup/@addempsea/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
acostajd,https://steemit.com/blocktradesworldcup/@acostajd/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
zufrizal,https://steemit.com/blocktradesworldcup/@zufrizal/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
xiow-loch,https://steemit.com/blocktradesworldcup/@xiow-loch/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-03bb9fafb130a,4
voiceoff,https://steemit.com/blocktradesworldcup/@voiceoff/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
thesky,https://steemit.com/blocktradesworldcup/@thesky/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
steemero,https://steemit.com/blocktradesworldcup/@steemero/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
steemangelc,https://steemit.com/blocktradesworldcup/@steemangelc/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sporttr,https://steemit.com/blocktradesworldcup/@sporttr/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
shyuk3655,https://steemit.com/blocktradesworldcup/@shyuk3655/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sayee,https://steemit.com/blocktradesworldcup/@sayee/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-sayee,4
rajali,https://steemit.com/bloktradesworldcup/@rajali/thebloktrades-worldcup-myselectoins-for-the-quater-finals-025283396a4b9,4
nfelix92,https://steemit.com/blocktradesworldcup/@nfelix92/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-nfelix92,4
moenawar,https://steemit.com/blocktradesworldcup/@moenawar/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
mickyscofield,https://steemit.com/blocktradesworldcup/@mickyscofield/the-block-trades-world-cup-my-selection-for-the-quarter-finals,4
mfxqaq,https://steemit.com/blocktradesworldcup/@mfxqaq/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
masterwali,https://steemit.com/blocktradesworldcup/@masterwali/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
masenjang,https://steemit.com/blocktradesworldcup/@masenjang/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
marco-asensio,https://steemit.com/blocktradesworldcup/@marco-asensio/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-b100d43750a19,4
makhzar,https://steemit.com/blocktradesworldcup/@makhzar/world-cup-or-my-selections-for-the-quarter-finals,4
luth,https://steemit.com/blocktradesworldcup/@luth/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-ebf9fe4b8270d,4
lelon,https://steemit.com/blocktradesworldcup/@lelon/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
kutra,https://steemit.com/blocktradesworldcup/@kutra/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
kiddady,https://steemit.com/blocktradesworldcup/@kiddady/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
kamuhuzuru,https://steemit.com/blocktradesworldcup/@kamuhuzuru/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
ijmmai,https://steemit.com/blocktradesworldcup/@ijmmai/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-c4b78059a542dest,4
frdem3dot0,https://steemit.com/blocktradesworldcup/@frdem3dot0/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
faiber,https://steemit.com/blocktradesworldcup/@faiber/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
epitaf,https://steemit.com/blocktradesworldcup/@epitaf/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
emrebeyler,https://steemit.com/blocktradesworldcup/@emrebeyler/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
eikejanssen,https://steemit.com/blocktradesworldcup/@eikejanssen/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bunda,https://steemit.com/blocktradesworldcup/@bunda/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
buchari,https://steemit.com/blocktradesworldcup/@buchari/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-d309869dddd5b,4
astrophoto.kevin,https://steemit.com/blocktradesworldcup/@astrophoto.kevin/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
armiaaceh,https://steemit.com/blocktradesworldcup/@armiaaceh/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
aminaton,https://steemit.com/blocktradesworldcup/@aminaton/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
agbona,https://steemit.com/blocktradesworldcup/@agbona/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
umartantawi07,https://steemit.com/blocktradesworldcup/@umartantawi07/the-title-of-your-post-must-be-the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
stepbie,https://steemit.com/blocktradesworldcup/@stepbie/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sportsjrfc2018,https://steemit.com/blocktradesworldcup/@sportsjrfc2018/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
shaheerbari,https://steemit.com/blocktradesworldcup/@shaheerbari/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
nowonline,https://steemit.com/blocktradesworldcup/@nowonline/world-cup-or-my-selections-for-the-quarter-finals,4
mediahousent,https://steemit.com/blocktradesworldcup/@mediahousent/the-blocktrades-world-cup-or-my-selections-for-quarter-finals,4
mahyulmaulana,https://steemit.com/blocktradeswordcub/@mahyulmaulana/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
ericet,https://steemit.com/blocktradesworldcup/@ericet/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
dylanhobalart,https://steemit.com/blocktradesworldcup/@dylanhobalart/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bitpizza,https://steemit.com/blocktradesworldcup/@bitpizza/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
zafiro.rosa,https://steemit.com/blocktradesworldcup/@zafiro.rosa/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
raizalorant,https://steemit.com/blocktradesworldcup/@raizalorant/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
prayugi1992,https://steemit.com/blocktradesworldcup/@prayugi1992/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
mirzacho,https://steemit.com/blocktradesworldcup/@mirzacho/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
julioromero,https://steemit.com/blocktradesworldcup/@julioromero/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
josecrespo,https://steemit.com/blocktradesworldcup/@josecrespo/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
faisaltaib,https://steemit.com/blocktradesworldcup/@faisaltaib/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
bybrawe,https://steemit.com/blocktradesworldcup/@bybrawe/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
sroka87,https://steemit.com/blocktradesworldcup/@sroka87/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
raybull,https://steemit.com/blocktradesworldcup/@raybull/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
mindtrap,https://steemit.com/blocktradesworldcup/@mindtrap/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
gduran,https://steemit.com/blocktradesworldcup/@gduran/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
dedicatedguy,https://steemit.com/blocktradesworldcup/@dedicatedguy/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
alucare,https://steemit.com/busy/@alucare/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
joel0101,https://steemit.com/blocktradesworldcup/@joel0101/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
psos,https://steemit.com/blocktradesworldcup/@psos/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
acidyo,https://steemit.com/blocktradesworldcup/@acidyo/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
jeanpi1908,https://steemit.com/blocktradesworldcup/@jeanpi1908/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,4
wilbertmh,https://steemit.com/blocktradesworldcup/@wilbertmh/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
nextgen622,https://steemit.com/blocktradesworldcup/@nextgen622/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
badnews,https://steemit.com/blocktradesworldcup/@badnews/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
winniemalvado,https://steemit.com/blocktradesworldcup/@winniemalvado/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
vanirfan,https://steemit.com/blocktradesworldcup/@vanirfan/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
vandadream,https://steemit.com/blocktradesworldcup/@vandadream/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
tibra,https://steemit.com/blocktradesworldcup/@tibra/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
stellastella,https://steemit.com/blocktradesworldcup/@stellastella/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
sportschallenge,https://steemit.com/blocktradesworldcup/@sportschallenge/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
soy-venezuelien,https://steemit.com/blocktradesworldcup/@soy-venezuelien/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
sinochip,https://steemit.com/blocktradesworldcup/@sinochip/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
silentscreamer,https://steemit.com/blocktradesworldcup/@silentscreamer/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
sanjaidut,https://steemit.com/blocktradesworldcup/@sanjaidut/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
rlt47,https://steemit.com/blocktradesworldcup/@rlt47/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
princesson,https://steemit.com/blocktradesworldcup/@princesson/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
pakiis,https://steemit.com/blocktradesworldcup/@pakiis/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
opibarker,https://steemit.com/blocktradesworldcup/@opibarker/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
olajidekehinde,https://steemit.com/blocktradesworldcup/@olajidekehinde/the-blocktradesworld-cup-or-my-selections-for-the-quarter-finals,3
ninski,https://steemit.com/blocktradesworldcup/@ninski/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
neyi24,https://steemit.com/blocktradesworldcup/@neyi24/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
millerava,https://steemit.com/blocktradesworldcup/@millerava/my-blocktrades-world-cup-or-my-selections-for-the-quarter-final,3
may0201,https://steemit.com/blocktradesworldcup/@may0201/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
matute8029,https://steemit.com/blocktradesworldcup/@matute8029/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
malahayati,https://steemit.com/blocktradesworldcup/@malahayati/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
lucyogo,https://steemit.com/blocktradesworldcup/@lucyogo/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
lucyc,https://steemit.com/blocktradesworldcup/@lucyc/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
lotto-austria,https://steemit.com/blocktradesworldcup/@lotto-austria/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
literaturkritik,https://steemit.com/blocktradesworldcup/@literaturkritik/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
imperfect-one,https://steemit.com/blocktradesworldcup/@imperfect-one/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
h-unit,https://steemit.com/blocktradesworldcup/@h-unit/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
hendersonp,https://steemit.com/blocktradesworldcup/@hendersonp/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
giselacan,https://steemit.com/blocktradesworldcup/@giselacan/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
fulsketch,https://steemit.com/blocktradeworldcup/@fulsketch/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
fikar22,https://steemit.com/blocktradesworldcup/@fikar22/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-fe8e6b2ca583b,3
fernando.lubezki,https://steemit.com/blocktradesworldcup/@fernando.lubezki/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
eveokonma,https://steemit.com/blocktradesworldcup/@eveokonma/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
elmetro,https://steemit.com/blocktradesworldcup/@elmetro/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
elmac,https://steemit.com/blocktradesworldcup/@elmac/the-blocktrades-world-cup-or-my-seletion-for-the-quarter-final,3
colovhis,https://steemit.com/blocktradesworldcup/@colovhis/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
butterb,https://steemit.com/blocktradesworldcup/@butterb/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
bridgetnnenna,https://steemit.com/blocktradesworldcup/@bridgetnnenna/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
blessing2002,https://steemit.com/blocktradesworldcup/@blessing2002/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
betza,https://steemit.com/blocktradesworldcup/@betza/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
beturrio,https://steemit.com/blocktradesworldcup/@beturrio/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
anomadsoul,https://steemit.com/blocktradesworldcup/@anomadsoul/my-predictions-and-a-russian-girls-gallery,3
andruto,https://steemit.com/blocktradesworldcup/@andruto/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
afriaulia,https://steemit.com/blocktradesworldcup/@afriaulia/world-cup-or-my-selections-for-the-quarter-finals,3
zapll,https://steemit.com/blocktradesworldcup/@zapll/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
yulismal,https://steemit.com/blocktradesworldcup/@yulismal/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
yordin,https://steemit.com/blocktradesworldcup/@yordin/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
wswoimzywiole,https://steemit.com/blocktradesworldcup/@wswoimzywiole/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
writeit,https://steemit.com/blocktradesworldcup/@writeit/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
tfq86,https://steemit.com/blocktradesworldcup/@tfq86/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-4577576716128,3
ted7,https://steemit.com/blocktradesworldcup/@ted7/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
syukrii,https://steemit.com/blocktradesworldcup/@syukrii/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-5672cedb33db4,3
syedumair,https://steemit.com/blocktradesworldcup/@syedumair/the-blocktrades-world-cup-or-my-selections-for-quarter-finals-c3050c9cd78d3,3
suryasteem22,https://steemit.com/blocktradesworldcup/@suryasteem22/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-d75933472947f,3
sazaliza,https://steemit.com/blocktradesworldcup/@sazaliza/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
rijal1,https://steemit.com/bloktradesworldcup/@rijal1/thebloktrades-worldcup-myselections-for-the-quater-finals-cba61ee87e841,3
queqtra,https://steemit.com/blocktradesworldcup/@queqtra/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
muklis,https://steemit.com/blocktradesworldcup/@muklis/blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
mslifesteem,https://steemit.com/blocktradesworldcup/@mslifesteem/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
milano1113,https://steemit.com/blocktradesworldcup/@milano1113/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
marlozad,https://steemit.com/blocktradesworldcup/@marlozad/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
manokna,https://steemit.com/blocktradesworldcup/@manokna/world-cup-or-my-selections-for-the-quarter-finals,3
katyusa,https://steemit.com/blocktradesworldcup/@katyusa/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
jonnahmatias1016,https://steemit.com/blocktradesworldcup/@jonnahmatias1016/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
japanguide,https://steemit.com/blocktradesworldcup/@japanguide/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
itchyfeetdonica,https://steemit.com/blocktradesworldcup/@itchyfeetdonica/-116-the--blocktrades-world-cup-2018-6-4-1-29-42,3
intisar,https://steemit.com/blocktradesworldcup/@intisar/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
holybranches,https://steemit.com/blocktradesworldcup/@holybranches/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
hasanali2,https://steemit.com/blocktradesworldcup/@hasanali2/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals-f0f93e8b90118,3
happyhairdays,https://steemit.com/blocktradesworldcup/@happyhairdays/the-blocktrades-world-cup-or-my-selections-for-the-quarter-finals,3
